id,title,company_name,location,via,extensions,posted_at,schedule_type,work_from_home,data_time,salary_pay,salary_rate,salary_avg,salary_min,salary_max,salary_hourly,salary_yearly,salary_standardized,description_tokens
1398,Qualtrics Expert to Run Reports,Upwork,Anywhere,via Upwork,"['9 hours ago', '15 to 35 an hour', 'Work from home', 'Contractor']",9 hours ago,Contractor,True,00:23.0,15 to 35,an hour,25,15,35,25,,52000,[]
1401,data analyst,Randstad,"Bentonville, AR",via Indeed,"['6 hours ago', '22 to 35 an hour', 'Contractor', 'Health insurance', 'Dental insurance']",6 hours ago,Contractor,False,00:24.3,22 to 35,an hour,28.5,22,35,28.5,,59280,"['sql', 'tableau']"
1403,Data Analyst,Upwork,Anywhere,via Upwork,"['8 hours ago', '10 to 30 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",8 hours ago,Contractor,True,00:30.2,10 to 30,an hour,20,10,30,20,,41600,[]
1408,Data Analyst,Applicantz,Anywhere,via LinkedIn,"['16 hours ago', '55 to 60 an hour', 'Work from home', 'Contractor']",16 hours ago,Contractor,True,00:31.8,55 to 60,an hour,57.5,55,60,57.5,,119600,"['power_bi', 'qlik', 'power_bi']"
1412,Part-time data analyst,Upwork,Anywhere,via Upwork,"['11 hours ago', '16 to 40 an hour', 'Work from home', 'Part-time', 'No degree mentioned']",11 hours ago,Part-time,True,00:13.9,16 to 40,an hour,28,16,40,28,,58240,['sql']
1415,Data Analyst 4,ICONMA,Anywhere,via ICONMA - Talentify,"['2 hours ago', '70.73 an hour', 'Work from home', 'Contractor']",2 hours ago,Contractor,True,00:20.0,70.73,an hour,70.73,,,70.73,,147118.4,"['sas', 'word', 'sql', 'power_bi', 'excel']"
1421,Institutional Credit Management - Lending Data Analyst - Vice...,Citi,United States,via WJHL Jobs,"['15 hours ago', '105,850 to 158,780 a year', 'Full-time']",15 hours ago,Full-time,False,00:26.7,105850 to 158780,a year,132315,105850,158780,,132315,132315,"['cognos', 'tableau']"
1423,Data Analyst ( Remote only W2/1099 ),Snappyhires,Anywhere,via Indeed,"['9 hours ago', '60 to 62 an hour', 'Work from home', 'Contractor', 'Health insurance', 'Dental insurance', 'Paid time off']",9 hours ago,Contractor,True,00:27.7,60 to 62,an hour,61,60,62,61,,126880,"['javascript', 'excel', 'sas', 'sql', 'r', 'python', 'spss']"
1424,Data analyst for several consultations,Upwork,Anywhere,via Upwork,"['22 hours ago', '38 to 75 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",22 hours ago,Contractor,True,00:26.7,38 to 75,an hour,56.5,38,75,56.5,,117520,"['sql', 'python']"
1431,Senior Data Analyst,"Culmen International, LLC",United States,via Indeed,"['10 hours ago', '83K to 89K a year', 'Full-time', 'Health insurance', 'Dental insurance']",10 hours ago,Full-time,False,00:29.1,83K to 89K,a year,86000,83000,89000,,86000,86000,"['tableau', 'excel']"
1434,Sr. Data Analyst,SVTC IT,Anywhere,via Indeed,"['14 hours ago', '60 to 70 an hour', 'Work from home', 'Full-time', 'No degree mentioned']",14 hours ago,Full-time,True,00:32.1,60 to 70,an hour,65,60,70,65,,135200,"['excel', 'qlik', 'jira', 'word', 'visio', 'sql', 'tableau', 'redshift']"
1435,Data Analyst - Marketing,Upwork,Anywhere,via Upwork,"['14 hours ago', '25 to 40 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",14 hours ago,Contractor,True,00:32.1,25 to 40,an hour,32.5,25,40,32.5,,67600,[]
1437,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Colwich, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:30.2,77K to 116K,a year,96500,77000,116000,,96500,96500,"['jira', 'tableau', 'microstrategy', 'sql']"
1444,Data Analyst,S3 vision infotech,Anywhere,via Indeed,"['12 hours ago', '52 to 55 an hour', 'Work from home', 'Full-time']",12 hours ago,Full-time,True,00:09.0,52 to 55,an hour,53.5,52,55,53.5,,111280,"['nosql', 'sql']"
1450,"Data Analyst, Onboarding",CooperSurgical,Anywhere,via Indeed,"['8 hours ago', '70K to 90K a year', 'Work from home', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",8 hours ago,Full-time,True,00:22.1,70K to 90K,a year,80000,70000,90000,,80000,80000,"['looker', 'tableau', 'sql', 'excel', 'r', 'python']"
1452,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Maize, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:22.1,77K to 116K,a year,96500,77000,116000,,96500,96500,"['jira', 'tableau', 'microstrategy', 'sql']"
1453,Data Analyst,Insight Global,Anywhere,via LinkedIn,"['13 hours ago', '50 to 60 an hour', 'Work from home', 'Contractor', 'No degree mentioned', 'Health insurance']",13 hours ago,Contractor,True,00:27.3,50 to 60,an hour,55,50,60,55,,114400,"['sql', 'tableau', 'python']"
1455,Data Analyst need for insurance technology company,Upwork,Anywhere,via Upwork,"['4 hours ago', '50 to 60 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",4 hours ago,Contractor,True,00:27.3,50 to 60,an hour,55,50,60,55,,114400,"['looker', 'sql', 'tableau']"
1457,Senior Data Analyst,Robert Half,Anywhere,via LinkedIn,"['2 hours ago', '140K to 150K a year', 'Work from home', 'Contractor', 'No degree mentioned']",2 hours ago,Contractor,True,00:28.9,140K to 150K,a year,145000,140000,150000,,145000,145000,"['sql', 'python']"
1458,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Valley Center, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:28.9,77K to 116K,a year,96500,77000,116000,,96500,96500,"['jira', 'tableau', 'microstrategy', 'sql']"
1468,Master Data Analyst,Hunter International Recruiting,Anywhere,via LinkedIn,"['10 hours ago', '35 to 45 an hour', 'Work from home', 'Full-time']",10 hours ago,Full-time,True,19:21.2,35 to 45,an hour,40,35,45,40,,83200,['sap']
1469,Senior Data Analyst - Cox Communities,Cox Communications,"Springdale, AR",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,19:21.2,77K to 116K,a year,96500,77000,116000,,96500,96500,"['tableau', 'sql', 'alteryx']"
1476,Senior Data Analyst - Cox Communities,Cox Communications,"Park City, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,19:22.2,77K to 116K,a year,96500,77000,116000,,96500,96500,"['tableau', 'sql', 'alteryx']"
1477,"Seeking Meticulous, Reliable Data Cleaning Analyst",Upwork,Anywhere,via Upwork,"['9 hours ago', '20 to 75 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",9 hours ago,Contractor,True,19:22.2,20 to 75,an hour,47.5,20,75,47.5,,98800,[]
1481,Senior Data Analyst - Cox Communities,Cox Communications,"Spencer, OK",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:09.2,77K to 116K,a year,96500,77000,116000,,96500,96500,"['tableau', 'sql', 'alteryx']"
1493,Senior Data Analyst,VanderHouwen,Anywhere,via LinkedIn,"['5 hours ago', '80 to 85 an hour', 'Work from home', 'Full-time']",5 hours ago,Full-time,True,00:24.5,80 to 85,an hour,82.5,80,85,82.5,,171600,"['docker', 'snowflake', 'python', 'aws']"
1508,Data Analyst and Reporting Developer,Insight Global,Anywhere,via LinkedIn,"['15 hours ago', '55K to 60K a year', 'Work from home', 'Contractor']",15 hours ago,Contractor,True,00:23.0,55K to 60K,a year,57500,55000,60000,,57500,57500,"['excel', 'sql']"
1541,Data Analyst,GNRSystems Inc.,Anywhere,via Indeed,"['12 hours ago', '45 to 60 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",12 hours ago,Contractor,True,00:21.6,45 to 60,an hour,52.5,45,60,52.5,,109200,"['sql', 'redshift', 'aws']"
1546,Lead-Data Analyst,EDWARD JONES,"Lake Lotawana, MO",via My ArkLaMiss Jobs,"['21 hours ago', '106,916 to 182,047 a year', 'Full-time', 'Health insurance']",21 hours ago,Full-time,False,00:27.3,106916 to 182047,a year,144481.5,106916,182047,,144481.5,144481.5,[]
1547,Senior Data Analyst,Aurora Solar,United States,via Ai-Jobs.net,"['19 hours ago', '92,404 to 130,000 a year', 'Full-time', 'No degree mentioned']",19 hours ago,Full-time,False,19:21.8,92404 to 130000,a year,111202,92404,130000,,111202,111202,"['aurora', 'sql']"
1553,Data Analyst & Data Visualization working with Metabase,Upwork,Anywhere,via Upwork,"['15 hours ago', '10 to 20 an hour', 'Work from home', 'Contractor', 'No degree mentioned', 'Health insurance']",15 hours ago,Contractor,True,00:19.1,10 to 20,an hour,15,10,20,15,,31200,['sql']
1557,Data Analyst,In Technology Group Inc (US),Anywhere,via LinkedIn,"['11 hours ago', '60K to 90K a year', 'Work from home', 'Full-time']",11 hours ago,Full-time,True,19:20.5,60K to 90K,a year,75000,60000,90000,,75000,75000,"['power_bi', 'excel', 'sql', 'snowflake', 'tableau', 'python']"
1559,Mission Command Data Management Analyst,Northrop Grumman,"Leavenworth, KS",via Ladders,"['20 hours ago', '80K to 100K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",20 hours ago,Full-time,False,19:21.2,80K to 100K,a year,90000,80000,100000,,90000,90000,"['sharepoint', 'powerpoint', 'word', 'excel']"
1566,Lead-Data Analyst,EDWARD JONES,"Jamestown, MO",via Big Country Jobs,"['16 hours ago', '106,916 to 182,047 a year', 'Full-time', 'Health insurance']",16 hours ago,Full-time,False,00:10.8,106916 to 182047,a year,144481.5,106916,182047,,144481.5,144481.5,[]
1573,Data Analyst Level 2 (W2 ONLY)(REMOTE),fortek it solutions,Anywhere,via Indeed,"['11 hours ago', '30 to 50 an hour', 'Work from home', 'Contractor', 'No degree mentioned', 'Paid time off']",11 hours ago,Contractor,True,00:15.5,30 to 50,an hour,40,30,50,40,,83200,"['sql', 'azure']"
1574,Lead-Data Analyst,EDWARD JONES,"Linn, MO",via Big Country Jobs,"['20 hours ago', '106,916 to 182,047 a year', 'Full-time', 'Health insurance']",20 hours ago,Full-time,False,00:16.8,106916 to 182047,a year,144481.5,106916,182047,,144481.5,144481.5,[]
1576,Data Analyst  to  Entry Level (Bootcamp),PCS Global Tech,"Tulsa, OK",via Indeed,"['6 hours ago', '60K to 70K a year', 'Full-time', 'Health insurance', 'Dental insurance']",6 hours ago,Full-time,False,00:21.7,60K to 70K,a year,65000,60000,70000,,65000,65000,[]
1577,Accounting / Data Analyst,Confidential,Anywhere,via LinkedIn,"['9 hours ago', '75K to 90K a year', 'Work from home', 'Full-time', 'No degree mentioned']",9 hours ago,Full-time,True,00:22.1,75K to 90K,a year,82500,75000,90000,,82500,82500,['sap']
1578,Data Engineer/Senior Analyst,Fladger Associates,United States,via Adzuna,"['23 hours ago', '76 to 102 an hour', 'Full-time']",23 hours ago,Full-time,False,19:21.2,76 to 102,an hour,89,76,102,89,,185120,"['tableau', 'sql', 'airflow', 'python', 'aws']"
1585,Lead-Data Analyst,EDWARD JONES,"Springfield, MO",via Big Country Jobs,"['17 hours ago', '106,916 to 182,047 a year', 'Full-time', 'Health insurance']",17 hours ago,Full-time,False,00:27.3,106916 to 182047,a year,144481.5,106916,182047,,144481.5,144481.5,[]
1588,Clinical Data Analyst,InvestM Technology LLC,Anywhere,via LinkedIn,"['22 hours ago', '80K to 95K a year', 'Work from home', 'Full-time']",22 hours ago,Full-time,True,00:18.9,80K to 95K,a year,87500,80000,95000,,87500,87500,"['power_bi', 'sql', 'r', 'tableau', 'python']"
1590,Data Analyst,Ookla,Anywhere,via Indeed,"['3 hours ago', '100K to 120K a year', 'Work from home', 'Full-time', 'No degree mentioned', 'Health insurance', 'Dental insurance', 'Paid time off']",3 hours ago,Full-time,True,19:20.4,100K to 120K,a year,110000,100000,120000,,110000,110000,"['sql', 'r', 'python']"
1594,Lead-Data Analyst,EDWARD JONES,"New Franklin, MO",via Big Country Jobs,"['24 hours ago', '106,916 to 182,047 a year', 'Full-time', 'Health insurance']",24 hours ago,Full-time,False,00:24.3,106916 to 182047,a year,144481.5,106916,182047,,144481.5,144481.5,[]
1595,SQL Developer / Data Analyst,Healthcare Training Leader,Anywhere,via Indeed,"['8 hours ago', '70K a year', 'Work from home', 'Full-time', 'No degree mentioned', 'Health insurance', 'Paid time off']",8 hours ago,Full-time,True,00:11.2,70K,a year,70000,,,,70000,70000,"['spreadsheet', 'dax', 't-sql', 'sql', 'mysql', 'power_bi', 'excel', 'c']"
1598,Research Data Analyst II,California Department of Social Services,Anywhere,via Indeed,"['9 hours ago', '5,793 to 7,256 a month', 'Work from home', 'Full-time', 'No degree mentioned', 'Health insurance', 'Dental insurance', 'Paid time off']",9 hours ago,Full-time,True,00:27.3,5793 to 7256,a month,6524.5,5793,7256,,,78294,[]
1602,Lead Healthcare Data Analyst,Storm3,Anywhere,via LinkedIn,"['13 hours ago', '120K to 150K a year', 'Work from home', 'Full-time', 'Health insurance', 'Paid time off']",13 hours ago,Full-time,True,00:09.3,120K to 150K,a year,135000,120000,150000,,135000,135000,"['excel', 'java', 'c', 'sql', 'r', 'jupyter', 'python', 'spss', 'vba']"
1605,Tableau freelancer require,Upwork,Anywhere,via Upwork,"['18 hours ago', '38 to 75 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",18 hours ago,Contractor,True,19:21.2,38 to 75,an hour,56.5,38,75,56.5,,117520,['tableau']
1619,Data Exchange Analyst,Everside Health,Anywhere,via LinkedIn,"['6 hours ago', '70K to 90K a year', 'Work from home', 'Full-time']",6 hours ago,Full-time,True,00:27.3,70K to 90K,a year,80000,70000,90000,,80000,80000,['sql']
1638,Data Specialist,StaffChase,Anywhere,via LinkedIn,"['8 hours ago', '80 to 85 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",8 hours ago,Contractor,True,00:12.3,80 to 85,an hour,82.5,80,85,82.5,,171600,"['sql', 'r', 'tableau', 'python']"
1648,Data Scientist,Eliassen Group,Anywhere,via LinkedIn,"['10 hours ago', '60 to 70 an hour', 'Work from home', 'Contractor']",10 hours ago,Contractor,True,00:12.0,60 to 70,an hour,65,60,70,65,,135200,"['sql', 'r', 'python']"
1658,Lead Healthcare Data Analyst,Storm3,Anywhere,via LinkedIn,"['13 hours ago', '110K to 150K a year', 'Work from home', 'Full-time', 'No degree mentioned', 'Health insurance', 'Paid time off']",13 hours ago,Full-time,True,00:13.5,110K to 150K,a year,130000,110000,150000,,130000,130000,['sql']
1695,Data Governance Analyst,City National Bank,United States,via Indeed,"['17 hours ago', '87,027 to 138,965 a year', 'Full-time']",17 hours ago,Full-time,False,00:32.1,87027 to 138965,a year,112996,87027,138965,,112996,112996,[]
1696,Marketing Data Analyst,Upwork,Anywhere,via Upwork,"['13 hours ago', '10 to 15 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",13 hours ago,Contractor,True,00:32.1,10 to 15,an hour,12.5,10,15,12.5,,26000,[]
1709,Data analyst/BI expert to help automate a series of analytics reports,Upwork,Anywhere,via Upwork,"['11 hours ago', '12 to 35 an hour', 'Work from home', 'Contractor']",11 hours ago,Contractor,True,00:33.1,12 to 35,an hour,23.5,12,35,23.5,,48880,[]
1733,R project advisor - meta-analysis (postgraduate dissertation),Upwork,Anywhere,via Upwork,"['15 hours ago', '25 to 75 an hour', 'Work from home', 'Contractor']",15 hours ago,Contractor,True,00:48.4,25 to 75,an hour,50,25,75,50,,104000,['r']
1747,Spss,Upwork,Anywhere,via Upwork,"['6 hours ago', '38 to 75 an hour', 'Work from home', 'Contractor']",6 hours ago,Contractor,True,00:49.4,38 to 75,an hour,56.5,38,75,56.5,,117520,['excel']
1753,Street Homeless Solutions Data Analyst,NYC Department of Social Services,"All, MO",via LinkedIn,"['14 hours ago', '58,695 to 89,699 a year', 'Full-time', 'Health insurance', 'Dental insurance']",14 hours ago,Full-time,False,00:50.4,58695 to 89699,a year,74197,58695,89699,,74197,74197,[]
1755,Business Intelligence Analyst - Marketing,Upwork,Anywhere,via Upwork,"['2 hours ago', '30 to 60 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",2 hours ago,Contractor,True,00:50.4,30 to 60,an hour,45,30,60,45,,93600,"['excel', 'sql', 'snowflake', 'tableau']"
1761,Developing an Excel tool for tracking the Documents progress complete,Upwork,Anywhere,via Upwork,"['14 hours ago', '16 to 45 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",14 hours ago,Contractor,True,00:14.5,16 to 45,an hour,30.5,16,45,30.5,,63440,"['power_bi', 'excel', 'go']"
1772,GIS project with python skills,Upwork,Anywhere,via Upwork,"['10 hours ago', '35 to 60 an hour', 'Work from home', 'Contractor']",10 hours ago,Contractor,True,00:23.2,35 to 60,an hour,47.5,35,60,47.5,,98800,[]
1775,Data Analyst - Fully Remote,Brigham & Women's Hospital(BWH),United States,via Job,"['4 hours ago', '25 an hour', 'Full-time']",4 hours ago,Full-time,False,00:23.2,25,an hour,25,,,25,,52000,"['go', 'word', 'excel', 'r', 'python']"
1782,Pricing Analytics Expert (Sustainable Fashion Industry),Upwork,Anywhere,via Upwork,"['8 hours ago', '75 to 120 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",8 hours ago,Contractor,True,00:24.4,75 to 120,an hour,97.5,75,120,97.5,,202800,[]
1786,Excel Expert for 1 formula,Upwork,Anywhere,via Upwork,"['21 hours ago', '35 to 75 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",21 hours ago,Contractor,True,00:24.4,35 to 75,an hour,55,35,75,55,,114400,"['excel', 'c']"
1787,Business Intelligence Analyst II - Decision Support Services,Harris Health System,Anywhere,via LinkedIn,"['6 hours ago', '76,897.60 to 99,964.80 a year', 'Work from home', 'Full-time']",6 hours ago,Full-time,True,00:24.4,76897.60 to 99964.80,a year,88431.2,76897.6,99964.8,,88431.2,88431.2,"['sap', 'word', 'sql', 'excel']"
1788,Need Google Analytics 4 setup,Upwork,Anywhere,via Upwork,"['10 hours ago', '10 to 45 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",10 hours ago,Contractor,True,00:28.3,10 to 45,an hour,27.5,10,45,27.5,,57200,[]
1789,Assistant for data science,Upwork,Anywhere,via Upwork,"['18 hours ago', '20 to 30 an hour', 'Work from home', 'Contractor']",18 hours ago,Contractor,True,00:28.3,20 to 30,an hour,25,20,30,25,,52000,['python']
1792,Build AWS data analytics pipeline and BI dashboard,Upwork,Anywhere,via Upwork,"['9 hours ago', '30 to 120 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",9 hours ago,Contractor,True,00:28.3,30 to 120,an hour,75,30,120,75,,156000,"['redshift', 'aws']"
1803,Data Analyst,Logic20/20 Inc.,"Kansas City, MO",via Indeed,"['23 hours ago', '106K to 135K a year', 'Full-time', 'No degree mentioned', 'Health insurance', 'Dental insurance', 'Paid time off']",23 hours ago,Full-time,False,00:29.5,106K to 135K,a year,120500,106000,135000,,120500,120500,"['powerpoint', 'excel']"
1805,Data Analyst - High level of competency with SQL querying concepts...,Upwork,Anywhere,via Upwork,"['8 hours ago', '55 to 80 an hour', 'Work from home', 'Contractor', 'Health insurance', 'Dental insurance', 'Paid time off']",8 hours ago,Contractor,True,00:29.5,55 to 80,an hour,67.5,55,80,67.5,,140400,"['looker', 'sql', 'r', 'tableau', 'python']"
1807,Advisor Data Analyst,Fortuna BMC,United States,via WJTV Jobs,"['12 hours ago', '77.1K to 124K a year', 'Full-time', 'No degree mentioned', 'Health insurance', 'Paid time off']",12 hours ago,Full-time,False,00:29.5,77.1K to 124K,a year,100550,77100,124000,,100550,100550,[]
1827,Senior Data Analyst,Hagerty Consulting Inc,Anywhere,via Indeed,"['22 hours ago', '65K to 100K a year', 'Work from home', 'Contractor', 'No degree mentioned']",22 hours ago,Contractor,True,00:37.9,65K to 100K,a year,82500,65000,100000,,82500,82500,"['excel', 'power_bi']"
1831,Data Labelling Analyst,Meta,Anywhere,via LinkedIn,"['13 hours ago', '18 to 24 an hour', 'Work from home', 'Contractor']",13 hours ago,Contractor,True,00:47.9,18 to 24,an hour,21,18,24,21,,43680,['excel']
1838,Data Analyst Community Data COVID-19,Sedgwick County,"Wichita, KS",via ZipRecruiter,"['17 hours ago', '21.01 an hour', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",17 hours ago,Full-time,False,01:03.0,21.01,an hour,21.01,,,21.01,,43700.8,"['sas', 'spss', 'excel']"
1843,Campaign & Conversions Manager Role Needed,Upwork,Anywhere,via Upwork,"['11 hours ago', '40 to 60 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",11 hours ago,Contractor,True,01:03.0,40 to 60,an hour,50,40,60,50,,104000,[]
1844,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Bel Aire, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,01:03.0,77K to 116K,a year,96500,77000,116000,,96500,96500,"['jira', 'tableau', 'microstrategy', 'sql']"
1852,Human Resources Dashboard Project,Upwork,Anywhere,via Upwork,"['5 hours ago', '16 to 40 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",5 hours ago,Contractor,True,01:07.3,16 to 40,an hour,28,16,40,28,,58240,['excel']
1900,Performance Data Analyst,Blue Cross and Blue Shield of Kansas,"Lawrence, KS",via Indeed,"['1 hour ago', '78,080 a year', 'Full-time']",1 hour ago,Full-time,False,01:18.1,78080,a year,78080,,,,78080,78080,"['tableau', 'spreadsheet', 'powerpoint', 'sql', 'spss', 'power_bi', 'excel', 'r', 'python']"
1862,Excel Expert,Upwork,Anywhere,via Upwork,"['10 hours ago', '75 to 120 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",10 hours ago,Contractor,True,01:09.7,75 to 120,an hour,97.5,75,120,97.5,,202800,['excel']
1872,Excel Algorithm,Upwork,Anywhere,via Upwork,"['20 hours ago', '40 to 50 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",20 hours ago,Contractor,True,01:13.9,40 to 50,an hour,45,40,50,45,,93600,['excel']
1883,Qualitative Document Analysis,Upwork,Anywhere,via Upwork,"['13 hours ago', '25 to 75 an hour', 'Work from home', 'Contractor']",13 hours ago,Contractor,True,01:15.3,25 to 75,an hour,50,25,75,50,,104000,[]
1892,Eviews specialist to help analyze a data set,Upwork,Anywhere,via Upwork,"['14 hours ago', '16 to 70 an hour', 'Work from home', 'Contractor']",14 hours ago,Contractor,True,01:16.8,16 to 70,an hour,43,16,70,43,,89440,[]
1894,Applied econometrics,Upwork,Anywhere,via Upwork,"['21 hours ago', '10 to 15 an hour', 'Work from home', 'Contractor']",21 hours ago,Contractor,True,01:16.8,10 to 15,an hour,12.5,10,15,12.5,,26000,['c']
1897,Nvivo specialist,Upwork,Anywhere,via Upwork,"['3 hours ago', '16 to 45 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",3 hours ago,Contractor,True,01:16.8,16 to 45,an hour,30.5,16,45,30.5,,63440,[]
1915,Data Analyst,Insight Global,Anywhere,via LinkedIn,"['13 hours ago', '63.69 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",13 hours ago,Contractor,True,00:10.4,63.69,an hour,63.69,,,63.69,,132475.2,"['excel', 'jira', 'pl/sql']"
1920,Research Data Analyst (Marketing),Harnham,United States,via WJTV Jobs,"['12 hours ago', '60 to 80 an hour', 'Full-time', 'No degree mentioned']",12 hours ago,Full-time,False,00:10.4,60 to 80,an hour,70,60,80,70,,145600,"['spreadsheet', 'power_bi', 'excel', 'sas', 'sql', 'r', 'snowflake', 'tableau']"
1926,Business Data Analyst,Russell Tobin,Anywhere,via LinkedIn,"['13 hours ago', '62 to 67 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",13 hours ago,Contractor,True,00:11.7,62 to 67,an hour,64.5,62,67,64.5,,134160,"['github', 'sql', 'hadoop', 'tableau', 'python', 'aws', 'vba']"
1929,Data analyst,Upwork,Anywhere,via Upwork,"['11 hours ago', '65 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",11 hours ago,Contractor,True,00:11.7,65,an hour,65,,,65,,135200,[]
1934,Business Data Analyst,BayOne Solutions,Anywhere,via LinkedIn,"['11 hours ago', '35 to 41 an hour', 'Work from home', 'Full-time', 'No degree mentioned']",11 hours ago,Full-time,True,00:13.1,35 to 41,an hour,38,35,41,38,,79040,"['excel', 'sap', 'tableau', 'pl/sql']"
1935,Associate Data Scientist: Web,Rockstar Games,United States,via Ai-Jobs.net,"['22 hours ago', '54,615 to 120,000 a year', 'Full-time', 'Health insurance']",22 hours ago,Full-time,False,00:13.1,54615 to 120000,a year,87307.5,54615,120000,,87307.5,87307.5,"['tableau', 'javascript', 'html', 'sql', 'css']"
1943,Data Analyst,Upwork,Anywhere,via Upwork,"['13 hours ago', '16 to 30 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",13 hours ago,Contractor,True,00:16.1,16 to 30,an hour,23,16,30,23,,47840,['excel']
1948,Data Analyst,"LanceSoft, Inc.",Anywhere,via LinkedIn,"['12 hours ago', '45 to 55 an hour', 'Work from home', 'Contractor']",12 hours ago,Contractor,True,00:16.1,45 to 55,an hour,50,45,55,50,,104000,"['sql', 'azure']"
1950,Data Analyst help,Upwork,Anywhere,via Upwork,"['3 hours ago', '16 to 40 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",3 hours ago,Contractor,True,00:16.1,16 to 40,an hour,28,16,40,28,,58240,"['sql', 'tableau']"
1953,Healthcare Data Analyst,Times Square Tech,Anywhere,via Indeed,"['5 hours ago', '35 to 40 an hour', 'Work from home', 'Full-time', 'No degree mentioned', 'Health insurance', 'Dental insurance', 'Paid time off']",5 hours ago,Full-time,True,00:17.7,35 to 40,an hour,37.5,35,40,37.5,,78000,"['excel', 'sas', 'sql']"
1954,Data Analyst Community Data COVID-19,Sedgwick County,"Wichita, KS",via ZipRecruiter,"['17 hours ago', '21.01 an hour', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",17 hours ago,Full-time,False,00:17.7,21.01,an hour,21.01,,,21.01,,43700.8,"['sas', 'spss', 'excel']"
1957,Data Analyst,Upwork,Anywhere,via Upwork,"['11 hours ago', '60 to 80 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",11 hours ago,Contractor,True,00:17.7,60 to 80,an hour,70,60,80,70,,145600,[]
1961,"Sr. Data Analyst, Marketing Operations",Cox Communications,"Maize, KS",via ZipRecruiter,"['18 hours ago', '77K to 116K a year', 'Full-time', 'Health insurance', 'Dental insurance', 'Paid time off']",18 hours ago,Full-time,False,00:17.7,77K to 116K,a year,96500,77000,116000,,96500,96500,"['jira', 'tableau', 'microstrategy', 'sql']"
1962,Clinical Data Analyst,eTeam,Anywhere,via LinkedIn,"['8 hours ago', '70 to 75 an hour', 'Work from home', 'Contractor']",8 hours ago,Contractor,True,00:19.0,70 to 75,an hour,72.5,70,75,72.5,,150800,"['go', 'r']"
1964,Data Analyst & SSRS Report Developer,Upwork,Anywhere,via Upwork,"['10 hours ago', '40 to 90 an hour', 'Work from home', 'Contractor', 'No degree mentioned']",10 hours ago,Contractor,True,00:19.0,40 to 90,an hour,65,40,90,65,,135200,"['looker', 'ssrs', 'sql']"
